City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,upata,8.0086,-62.3989,304.92,44,90,3.07,VE,1699550676
363,floro,61.5996,5.0328,280.13,61,0,3.6,NO,1699550660
364,la mira,18.035,-102.3266,302.76,69,66,0.82,MX,1699550677
365,kuala belait,4.5833,114.1833,299.24,88,95,1.53,BN,1699550678
366,luebo,-5.35,21.4167,295.4,94,100,1.01,CD,1699550680
367,leer,53.2316,7.461,282.56,87,100,5.74,DE,1699550681
368,makushino,55.2103,67.2442,275.84,97,100,4.03,RU,1699550683
369,fort mcmurray,56.7268,-111.381,269.92,86,100,2.57,CA,1699550675
370,aby,58.6667,16.1833,280.99,93,100,2.57,SE,1699550684
371,jaciara,-15.9653,-54.9683,309.15,30,53,2.81,BR,1699550516
372,nadi,-17.8,177.4167,297.15,88,75,1.54,FJ,1699550686
373,zaozersk,69.4005,32.4476,266.54,93,96,3.92,RU,1699550686
374,tanumah,27.1,44.1333,297.49,25,0,3.01,SA,1699550631
375,chonchi,-42.6128,-73.8092,285.71,47,45,1.93,CL,1699550191
376,kourou,5.1552,-52.6478,305.18,56,13,4.11,GF,1699550688
377,nuku'alofa,-21.1333,-175.2,295.34,94,100,5.14,TO,1699550689
378,baruun-urt,46.6806,113.2792,254.11,88,16,2.54,MN,1699550302
379,lorengau,-2.0226,147.2712,299.71,85,100,5.1,PG,1699550512
380,nadym,65.5333,72.5167,269.73,88,100,6.77,RU,1699550692
381,shiqian,27.5225,108.2281,291.2,95,99,1.56,CN,1699550650
382,rio grande,-32.035,-52.0986,301.21,55,11,3.54,BR,1699550284
383,kushikino,31.7167,130.2667,292.64,87,100,3.83,JP,1699550694
384,bardai,11.65,7.2333,300.46,22,40,1.15,NG,1699550695
385,usogorsk,63.4106,48.6872,273.52,96,100,3.2,RU,1699550696
386,atar,20.5169,-13.0499,304.13,13,0,6.24,MR,1699550696
387,tenno,39.9,139.9667,288.26,70,53,4.66,JP,1699550697
388,kerikeri,-35.2268,173.9474,284.42,88,100,1.52,NZ,1699549895
389,san luis de la loma,17.2706,-100.8939,303.09,65,69,2.77,MX,1699550698
390,tolanaro,-25.0319,46.9987,297.19,88,75,1.54,MG,1699550699
391,altay,47.8667,88.1167,269.28,73,7,3.09,CN,1699550620
392,shuangjiang,26.1547,109.7138,291.24,98,98,1.41,CN,1699550701
393,catarman,12.4989,124.6377,298.45,91,20,1.51,PH,1699550702
394,jindabyne,-36.4167,148.6333,282.78,91,11,1.73,AU,1699550704
395,tura,25.5198,90.2201,291.41,69,4,1.45,IN,1699550619
396,holualoa,19.6228,-155.9522,294.69,79,0,2.68,US,1699550261
397,calp,38.6447,0.0445,293.85,55,71,3.74,ES,1699550706
398,sao joao da barra,-21.6403,-41.0511,304.2,68,3,8.58,BR,1699550707
399,at taj,24.2049,23.2857,297.89,21,6,4.66,LY,1699550708
400,urzhar,47.093,81.6294,279.52,90,100,0.42,KZ,1699550709
401,keren,15.7778,38.4581,296.5,59,62,2.5,ER,1699550652
402,poronaysk,49.2167,143.1167,274.56,99,100,3.67,RU,1699550711
403,ghadamis,30.1337,9.5007,300.36,14,27,4.0,LY,1699550712
404,gevas,38.2968,43.1083,279.93,52,100,2.82,TR,1699550712
405,vernon,50.2581,-119.2691,279.42,93,100,2.57,CA,1699550419
406,flin flon,54.7682,-101.865,271.06,86,100,1.54,CA,1699550714
407,dalbandin,28.8947,64.4101,292.22,30,0,3.21,PK,1699550715
408,mont-dore,-22.2833,166.5833,289.14,68,84,3.37,NC,1699550716
409,pundong,-7.9522,110.3486,298.27,89,100,0.2,ID,1699550717
410,mont-laurier,46.5501,-75.4993,271.94,87,100,2.25,CA,1699550718
411,murray bridge,-35.1167,139.2667,292.23,68,39,1.82,AU,1699550719
412,fraga,41.5229,0.3489,287.88,56,44,6.93,ES,1699550719
413,nosy varika,-20.5833,48.5333,296.81,91,100,5.64,MG,1699550720
414,richards bay,-28.783,32.0377,292.78,75,76,1.92,ZA,1699550298
415,gumdag,39.2061,54.5906,289.86,33,69,7.9,TM,1699550722
416,iskilip,40.7353,34.4739,284.83,78,100,3.0,TR,1699550722
417,san patricio,28.017,-97.5169,302.12,61,100,3.74,US,1699550207
418,galliano,29.4422,-90.2992,301.15,57,100,2.57,US,1699550676
419,clearwater,27.9659,-82.8001,303.1,61,0,2.24,US,1699550467
420,gidole,5.65,37.3667,290.63,64,61,1.41,ET,1699550725
421,kayyerkan,69.3786,87.7439,267.76,85,100,7.59,RU,1699550726
422,turbat,26.0023,63.044,300.16,25,0,9.52,PK,1699550726
423,al hayy,32.1735,46.0433,298.31,27,0,1.33,IQ,1699550727
424,lavrio,37.7145,24.0565,293.28,68,59,7.52,GR,1699550728
425,seoul,37.5683,126.9778,282.81,65,0,6.69,KR,1699550619
426,tabas,33.5959,56.9244,290.27,31,0,2.06,IR,1699550730
427,torghay,49.6339,63.4981,281.03,62,95,3.51,KZ,1699550731
428,nueva esperanza,15.2667,-87.6,299.94,65,89,1.22,HN,1699550732
429,fujin,47.26,132.0322,266.21,96,100,3.95,CN,1699550732
430,tol'yatti,53.5303,49.3461,279.5,87,100,11.14,RU,1699550733
431,severo-yeniseyskiy,60.3725,93.0408,257.36,96,12,1.34,RU,1699550188
432,flying fish cove,-10.4217,105.6791,298.97,88,75,3.09,CX,1699550737
433,pontes e lacerda,-15.2261,-59.3353,313.83,23,85,2.59,BR,1699550738
434,priladozhskiy,59.85,31.4833,277.33,1,95,2.28,RU,1699550739
435,kangding,30.0513,101.9603,280.32,89,99,1.25,CN,1699550740
436,chiroqchi,39.0336,66.5722,283.2,50,0,1.97,UZ,1699550740
437,pisco,-13.7,-76.2167,294.18,78,100,3.09,PE,1699550638
438,north bend,43.4065,-124.2243,281.52,93,100,4.12,US,1699550658
439,dickinson,29.4608,-95.0513,301.56,78,75,3.6,US,1699550711
440,fortuna,40.5982,-124.1573,282.55,93,0,3.6,US,1699550743
441,cole harbour,44.6724,-63.4751,279.81,76,75,8.75,CA,1699550744
442,yashkino,55.8736,85.4265,263.27,96,14,1.99,RU,1699550744
443,valparaiso,-33.0393,-71.6273,294.28,59,0,7.2,CL,1699550723
444,bel ombre,-4.6167,55.4167,301.06,78,20,1.54,SC,1699550747
445,carbonear,47.7332,-53.2148,280.61,96,100,8.93,CA,1699550747
446,prince rupert,54.3161,-130.3201,280.98,91,100,5.66,CA,1699550749
447,lerwick,60.1545,-1.1494,279.15,78,97,4.62,GB,1699550338
448,paracuru,-3.41,-39.0306,301.54,55,7,8.46,BR,1699550750
449,ko pha ngan,9.7578,100.0291,299.28,70,94,1.16,TH,1699550751
450,dihok,36.8695,42.994,292.35,37,96,1.97,IQ,1699550754
451,fauske,67.2588,15.3918,274.17,81,16,3.43,NO,1699550637
452,liberal,37.0431,-100.921,281.73,42,0,1.54,US,1699550756
453,forster,-32.1667,152.5167,290.58,96,98,5.88,AU,1699550756
454,aykhal,66.0,111.5,260.31,91,100,1.83,RU,1699550457
455,mankono,8.0586,-6.1897,300.45,70,88,1.68,CI,1699550758
456,susuman,62.7833,148.1667,242.65,99,93,0.09,RU,1699550760
457,nsanje,-16.92,35.262,299.94,73,90,3.48,MW,1699550761
458,mirny,62.5353,113.9611,258.84,77,68,5.81,RU,1699550761
459,dukhan,25.4297,50.7858,299.94,64,31,4.37,QA,1699550762
460,muurame,62.1333,25.6667,273.46,91,100,0.68,FI,1699550763
461,trondheim,63.4305,10.3951,279.2,76,100,1.34,NO,1699550764
462,mancio lima,-7.6142,-72.8958,301.19,78,75,1.03,BR,1699550764
463,swakopmund,-22.6833,14.5333,290.62,77,10,2.68,NA,1699550765
464,mount isa,-20.7333,139.5,295.02,88,86,3.09,AU,1699550767
465,villa regina,-39.1,-67.0667,303.7,15,4,4.02,AR,1699550606
466,sidi bennour,32.6524,-8.4277,295.74,33,89,6.47,MA,1699550768
467,goundi,9.3627,17.366,303.54,42,64,2.38,TD,1699550769
468,aginskoye,51.1,114.53,260.62,94,87,3.13,RU,1699550769
469,sharjah,25.3573,55.4033,303.14,34,0,2.57,AE,1699550770
470,diego de almagro,-26.3667,-70.05,303.08,13,24,4.48,CL,1699550771
471,howrah,22.5892,88.3103,296.15,83,20,0.0,IN,1699550772
472,revda,56.801,59.9303,271.16,98,59,1.39,RU,1699550773
473,rawson,-43.3002,-65.1023,292.57,26,7,1.58,AR,1699550774
474,port-cartier,50.0334,-66.8654,275.27,86,97,4.4,CA,1699550775
475,san antonio de pale,-1.4014,5.6325,299.27,79,22,4.56,GQ,1699550776
476,nantucket,41.2835,-70.0995,283.23,78,100,5.66,US,1699550777
477,nobres,-14.7203,-56.3275,311.71,26,42,2.49,BR,1699550778
478,tchintabaraden,15.8969,5.7985,304.61,8,95,2.54,NE,1699550779
479,cholet,47.1667,-1.0,283.85,79,59,8.05,FR,1699550779
480,luau,-10.7073,22.2247,295.05,77,58,1.25,AO,1699550780
481,yuto,-23.6434,-64.4719,298.6,63,97,2.85,AR,1699550781
482,tavda,58.0425,65.2726,276.87,68,100,1.34,RU,1699550782
483,vorkuta,67.5,64.0,272.75,97,100,5.57,RU,1699550638
484,al qusayr,34.5091,36.5798,291.41,75,52,0.45,SY,1699550783
485,mata-utu,-13.2816,-176.1745,301.29,79,100,6.93,WF,1699550784
486,nizhneangarsk,55.7833,109.55,259.82,68,88,2.68,RU,1699550785
487,chingola,-12.529,27.8838,294.0,62,91,1.93,ZM,1699550786
488,fortaleza,-3.7227,-38.5247,304.22,55,0,10.29,BR,1699550151
489,medina,24.4686,39.6142,304.39,18,0,5.14,SA,1699550647
490,tvoroyri,61.5556,-6.8111,281.46,81,76,8.11,FO,1699550243
491,pangoa,-12.1167,-73.0,294.95,98,100,1.54,PE,1699550788
492,fale old settlement,-9.3852,-171.2468,301.08,77,100,2.14,TK,1699550244
493,kavieng,-2.5744,150.7967,301.44,78,100,5.52,PG,1699550598
494,greymouth,-42.4667,171.2,279.9,88,8,2.8,NZ,1699550792
495,westport,41.1415,-73.3579,289.2,75,100,3.09,US,1699550214
496,minas de marcona,-15.2119,-75.1103,293.82,57,42,3.95,PE,1699550731
497,agaro,7.85,36.65,290.13,90,32,0.93,ET,1699550795
498,aswan,24.0934,32.907,302.6,38,1,4.9,EG,1699550799
499,mermoz boabab,14.7065,-17.4758,303.46,54,48,3.09,SN,1699550801
500,oranjemund,-28.55,16.4333,290.68,74,0,6.8,NA,1699550802
501,rio preto da eva,-2.6994,-59.6997,310.62,33,25,2.2,BR,1699550803
502,dalnerechensk,45.9339,133.7225,267.59,95,100,4.54,RU,1699550803
503,conduaga,8.862,117.4893,299.32,84,45,0.96,PH,1699550804
504,el granada,37.5027,-122.4694,289.95,69,40,0.45,US,1699550717
505,velikiye luki,56.34,30.5452,278.19,91,68,2.69,RU,1699550806
506,moama,-36.1167,144.7833,289.81,82,0,2.98,AU,1699550807
507,leava,-14.3,-178.1667,300.75,83,100,4.44,WF,1699550808
508,arica,-18.475,-70.3042,298.9,64,20,6.17,CL,1699550809
509,zhoucun,36.8167,117.8167,277.02,42,98,2.39,CN,1699550809
510,jieshou,33.2634,115.3611,283.72,67,100,6.51,CN,1699550811
511,tourlaville,49.6383,-1.5664,283.44,87,100,8.23,FR,1699550813
512,pointe-noire,-4.7761,11.8635,298.84,88,99,1.51,CG,1699550814
513,fuglafjordur,62.244,-6.814,280.41,91,100,9.97,FO,1699550814
514,fonte boa,-2.4959,-66.2662,309.31,40,62,1.62,BR,1699550815
515,henderson,36.0397,-114.9819,289.64,24,0,9.26,US,1699550734
516,mana,5.6592,-53.7767,303.73,61,8,5.17,GF,1699550817
517,bhamo,24.2667,97.2333,293.51,72,48,0.59,MM,1699550818
518,snyder,32.7179,-100.9176,282.59,87,100,6.17,US,1699550819
519,olyokminsk,60.3736,120.4264,253.51,98,81,1.66,RU,1699550819
520,dongola,19.1667,30.4833,304.0,28,0,3.56,SD,1699550820
521,menongue,-14.6585,17.691,299.8,40,90,2.62,AO,1699550821
522,lahij,13.1667,44.5833,298.26,61,43,2.83,YE,1699550823
523,vitre,48.1178,-1.2058,282.05,78,100,7.21,FR,1699550824
524,ceres,37.5949,-120.9577,288.17,69,0,1.54,US,1699550826
525,tanguieta,10.6212,1.2665,307.09,30,93,1.36,BJ,1699550827
526,gadzhiyevo,69.2551,33.3362,266.62,92,92,4.18,RU,1699550828
527,hobyo,5.3505,48.5268,300.2,83,93,8.63,SO,1699550828
528,eyl,7.9803,49.8164,300.06,73,93,8.02,SO,1699550829
529,santa vitoria do palmar,-33.5189,-53.3681,293.64,49,0,4.14,BR,1699550830
530,jamaame,0.0697,42.745,300.12,80,98,2.79,SO,1699550831
531,machico,32.7,-16.7667,295.93,76,20,4.63,PT,1699550832
532,malpe,13.35,74.7167,299.76,83,100,0.55,IN,1699550832
533,kzyltu,53.6364,72.3414,278.66,92,100,3.67,KZ,1699550833
534,bubaque,11.2833,-15.8333,301.64,50,100,2.26,GW,1699550834
535,merritt,50.1123,-120.7942,273.89,89,99,2.24,CA,1699550835
536,siwa oasis,29.2041,25.5195,298.39,45,82,3.04,EG,1699550836
537,praia da vitoria,38.7333,-27.0667,294.29,88,40,8.92,PT,1699550837
538,kuqa,41.7278,82.9364,282.36,30,100,2.42,CN,1699550837
539,svetlyy,54.675,20.1347,281.18,69,99,7.57,RU,1699550838
540,qacha's nek,-30.1154,28.6894,287.34,69,4,2.43,LS,1699550839
541,howard springs,-12.497,131.047,301.41,78,38,2.18,AU,1699550287
542,touros,-5.1989,-35.4608,303.0,55,0,7.96,BR,1699550840
543,kurtamysh,54.9103,64.4319,275.13,73,100,3.13,RU,1699550841
544,al jahra',29.3375,47.6581,299.05,41,0,2.51,KW,1699550842
545,bushehr,28.9684,50.8385,300.2,65,0,2.06,IR,1699550844
546,kemecse,48.0753,21.8063,281.01,74,80,3.23,HU,1699550845
547,paraiba do sul,-22.1619,-43.2928,305.08,40,3,2.12,BR,1699550846
548,asmara,15.3333,38.9333,288.26,76,86,1.91,ER,1699550847
549,arvayheer,46.2639,102.775,259.74,40,75,1.52,MN,1699550849
550,muynoq,43.7683,59.0214,283.54,73,92,4.43,UZ,1699550849
551,wotho,10.1657,166.0102,301.16,80,93,9.1,MH,1699550850
552,tofol,5.3248,163.0078,301.39,80,100,6.28,FM,1699550317
553,ko lanta,7.5336,99.0865,300.48,78,97,1.88,TH,1699550852
554,machali,-34.1833,-70.6667,298.75,34,0,2.06,CL,1699550852
555,mili,6.0815,171.735,298.16,95,100,2.06,MH,1699550853
556,tuburan,6.6439,122.2736,300.71,80,95,1.9,PH,1699550854
557,labrador city,52.9463,-66.9114,267.1,79,75,5.14,CA,1699550855
558,palmer,42.1584,-72.3287,277.78,83,100,2.06,US,1699550856
559,ghanzi,-21.5667,21.7833,305.35,14,0,3.87,BW,1699550856
560,omurtag,43.1,26.4167,280.37,62,1,1.99,BG,1699550857
561,khandyga,62.6667,135.6,240.27,100,88,0.99,RU,1699550270
562,three points,32.0767,-111.3137,293.02,23,0,0.82,US,1699550858
563,selfoss,63.9331,-20.9971,276.51,61,0,4.94,IS,1699550644
564,sandakan,5.8402,118.1179,299.97,94,20,1.03,MY,1699550860
565,sarina,-21.4333,149.2167,292.38,1,2,1.93,AU,1699550860
566,north platte,41.1239,-100.7654,282.77,51,0,7.2,US,1699550861
567,wuwei,37.9281,102.6414,274.36,43,91,1.7,CN,1699550862
568,pekan,3.4836,103.3996,298.21,91,63,2.27,MY,1699550863
569,richmond,37.5538,-77.4603,298.93,56,75,4.63,US,1699550692
570,muisne,0.6,-80.0333,298.8,85,100,5.57,EC,1699550864
